Season,Cruise,Sequence,CoreSeaso,StartDate,Week,Year,StartTemperature,StartSalinity,StartDO,N_TEMPERATURE,N_SALINITY,N_DO,AnalysisYN,Status,Gear,Mesh,Aliquot,FlowFlag,VolumeFiltered,Taxa,TotalAbundance
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Orthopristis chrysoptera,2
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Micropogonias undulatus,5
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Lagodon rhomboides,11
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Gobiidae,4
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Brevoortia tyrannus,18
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Myrophis punctatus,3
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Myrophis punctatus,2
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Orthopristis chrysoptera,8
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Triglidae,3
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys,1
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Leiostomus xanthurus,67
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Brevoortia tyrannus,12
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Lagodon rhomboides,5
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Gobiidae,1
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Micropogonias undulatus,13
2010,965,4004,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys albigutta,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Gobiidae,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Triglidae,3
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Paralichthys lethostigma,21
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Paralichthys dentatus,50
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Paralichthys albigutta,52
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Myrophis punctatus,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Mugil cephalus,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Micropogonias undulatus,110
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Lagodon rhomboides,455
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Engraulidae,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Citharichthys spilopterus,11
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Callionymidae,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Brevoortia tyrannus,65
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Atherinopsidae,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Anguilla rostrata,1
2010,966,4005,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,100.32,Leiostomus xanthurus,223
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Micropogonias undulatus,60
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Paralichthys dentatus,63
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Paralichthys albigutta,35
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Myrophis punctatus,1
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Mugil cephalus,1
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Lagodon rhomboides,247
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Gobiidae,1
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Citharichthys spilopterus,8
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Brevoortia tyrannus,32
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Anguilla rostrata,5
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Paralichthys lethostigma,9
2010,966,4006,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Leiostomus xanthurus,181
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Leiostomus xanthurus,269
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Triglidae,1
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Paralichthys lethostigma,12
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Paralichthys dentatus,78
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Paralichthys albigutta,40
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Paralichthys,6
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Myrophis punctatus,1
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Micropogonias undulatus,107
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Lagodon rhomboides,327
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Gobiidae,1
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Citharichthys spilopterus,6
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Brevoortia tyrannus,35
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Atherinopsidae,1
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Anguilla rostrata,3
2010,966,4007,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,95.04,Mugil cephalus,1
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Lagodon rhomboides,97
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Paralichthys lethostigma,7
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Paralichthys dentatus,23
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Paralichthys albigutta,15
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Myrophis punctatus,1
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Sparidae,1
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Elopidae,1
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Citharichthys spilopterus,2
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Brevoortia tyrannus,42
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Anguilla rostrata,2
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Ahlia egmontis,1
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Micropogonias undulatus,49
2010,966,4008,Yes,3/24/2010,21,2010,13.5,,,12.3,33.9,9.6,Yes,Processed,Neuston,1MM,1,,88,Leiostomus xanthurus,152
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Myrophis punctatus,2
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Triglidae,3
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Syngnathus,1
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Sciaenidae,1
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys lethostigma,1
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys dentatus,4
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Orthopristis chrysoptera,14
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Mugil cephalus,18
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Micropogonias undulatus,3
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Leiostomus xanthurus,89
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Lagodon rhomboides,10
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Brevoortia tyrannus,4
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Atherinopsidae,3
2010,967,4009,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys albigutta,13
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Micropogonias undulatus,1
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Syngnathus,1
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Pomatomus saltatrix,1
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys lethostigma,2
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys dentatus,1
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys albigutta,8
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Triglidae,2
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys,1
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Leiostomus xanthurus,113
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Lagodon rhomboides,18
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Elopidae,1
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Brevoortia tyrannus,12
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Atherinopsidae,2
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Mugil cephalus,12
2010,967,4010,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Myrophis punctatus,1
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Leiostomus xanthurus,148
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Paralichthys dentatus,3
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Paralichthys albigutta,9
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Orthopristis chrysoptera,7
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Myrophis punctatus,1
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Mugil cephalus,1
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Lagodon rhomboides,19
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Elopidae,1
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Congridae,6
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Brevoortia tyrannus,19
2010,967,4011,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,102.08,Mugil curema,2
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Micropogonias undulatus,29
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Mugil cephalus,4
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Triglidae,3
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys dentatus,3
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys albigutta,34
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Myrophis punctatus,9
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Orthopristis chrysoptera,26
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Lagodon rhomboides,19
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Gobiidae,2
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Elopidae,2
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Brevoortia tyrannus,7
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Atherinopsidae,1
2010,967,4012,Yes,4/1/2010,22,2010,17.1,,,15.7,34.6,8,Yes,Processed,Neuston,1MM,1,,89.76,Leiostomus xanthurus,271
2010,968,4013,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,86.24,Gobiidae,1
2010,968,4013,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,86.24,Paralichthys albigutta,7
2010,968,4013,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,86.24,Micropogonias undulatus,2
2010,968,4013,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,86.24,Lagodon rhomboides,50
2010,968,4013,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,86.24,Paralichthys lethostigma,1
2010,968,4013,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,86.24,Brevoortia tyrannus,49
2010,968,4013,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,86.24,Leiostomus xanthurus,118
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Micropogonias undulatus,3
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Paralichthys albigutta,2
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Unidentified,1
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Orthopristis chrysoptera,1
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Mugil cephalus,1
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Leiostomus xanthurus,63
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Lagodon rhomboides,11
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Engraulidae,2
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Brevoortia tyrannus,76
2010,968,4014,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,119.68,Citharichthys spilopterus,1
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Engraulidae,1
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Syngnathus,1
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Paralichthys albigutta,4
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Orthopristis chrysoptera,1
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Leiostomus xanthurus,36
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Citharichthys spilopterus,1
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Brevoortia tyrannus,52
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Anguilla rostrata,1
2010,968,4015,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,88,Lagodon rhomboides,10
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Leiostomus xanthurus,55
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Paralichthys dentatus,3
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Paralichthys albigutta,11
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Micropogonias undulatus,7
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Triglidae,2
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Lagodon rhomboides,20
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Brevoortia tyrannus,66
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Anguilla rostrata,2
2010,968,4016,Yes,4/7/2010,23,2010,19,,,19,33.1,7.6,Yes,Processed,Neuston,1MM,1,,91.52,Orthopristis chrysoptera,7
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Orthopristis chrysoptera,2
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Unidentified,2
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Syngnathus,1
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Paralichthys dentatus,2
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Paralichthys albigutta,1
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Leiostomus xanthurus,5
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Lagodon rhomboides,1
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Gobiidae,3
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Citharichthys spilopterus,1
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Atherinopsidae,2
2010,969,4017,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,96.8,Brevoortia tyrannus,7
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Ophichthus rex,1
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Brevoortia tyrannus,11
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Orthopristis chrysoptera,15
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys albigutta,1
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Leiostomus xanthurus,4
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Gobiidae,3
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Micropogonias undulatus,4
2010,969,4018,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,93.28,Lagodon rhomboides,4
2010,969,4019,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,91.52,Syngnathus,3
2010,969,4019,Yes,4/13/2010,24,2010,18.8,,,19.2,33,7.2,Yes,Processed,Neuston,1MM,1,,91.52,Atherinopsidae,1
